-0.33769226,0.3805542,9.345291,-17.03451,-2.3303618,2.0694838,1601286302634
-0.17250061,0.31591797,9.350082,-24.706102,-1.9348286,1.0569357,1601286302636
-0.05519104,0.32788086,9.405151,-27.956242,-1.9965932,0.3362176,1601286302639
-0.03363037,0.2728119,9.579926,-29.975405,-1.6311872,0.20113626,1601286302640
0.0046691895,0.29197693,9.67569,-30.994152,-1.7284522,-0.027649174,1601286302642
0.0549469,0.32069397,9.692459,-32.10688,-1.8950212,-0.32480836,1601286302643
0.09803772,0.3518219,9.682877,-33.52908,-2.0807881,-0.58009166,1601286302656
0.21057129,0.35421753,9.632599,-37.014145,-2.105474,-1.2523023,1601286302657
0.3183136,0.41407776,9.570343,-38.787304,-2.4760902,-1.9049792,1601286302658
0.28479004,0.41168213,9.587112,-37.903477,-2.457756,-1.7014998,1601286302666
0.22015381,0.4164734,9.615845,-36.043507,-2.479348,-1.311552,1601286302668
0.14833069,0.40689087,9.587112,-34.081448,-2.4299667,-0.8864029,1601286302676
0.06692505,0.39013672,9.529648,-31.797655,-2.34428,-0.4023716,1601286302677
0.0262146,0.3877411,9.46022,-30.430836,-2.3470292,-0.15876819,1601286302682
-0.0025177002,0.39730835,9.417114,-26.86934,-2.415878,0.015318236,1601286302693
-0.007293701,0.41168213,9.395569,-26.439516,-2.5089025,0.044478223,1601286302693
0.0262146,0.4452057,9.393173,-27.009026,-2.713591,-0.15990146,1601286302697
0.07409668,0.45477295,9.386002,-28.417152,-2.773854,-0.45230538,1601286302709
0.12437439,0.4667511,9.390778,-30.501818,-2.8451893,-0.75879884,1601286302712
0.17227173,0.46914673,9.38121,-31.913618,-2.8624487,-1.052032,1601286302715
0.1986084,0.4882965,9.352478,-32.332855,-2.9880488,-1.2165452,1601286302718
0.22732544,0.5146332,9.309387,-32.67241,-3.1632118,-1.3988247,1601286302722
0.22254944,0.5361786,9.249527,-30.546333,-3.316664,-1.3783065,1601286302729
0.20817566,0.5433655,9.199249,-29.976286,-3.3794582,-1.2963612,1601286302732
0.14353943,0.54096985,9.153763,-28.009401,-3.381722,-0.898377,1601286302741
0.07649231,0.52182007,9.1250305,-26.145569,-3.2728124,-0.48028156,1601286302742
0.03340149,0.50505066,9.129822,-28.222412,-3.1662846,-0.20961589,1601286302747
0.03579712,0.49069214,9.168121,-28.591463,-3.063613,-0.22371142,1601286302755
0.05255127,0.48590088,9.254318,-29.303503,-3.0055246,-0.32535443,1601286302758
0.08607483,0.47631836,9.359665,-30.645048,-2.9131765,-0.52689767,1601286302762
0.10282898,0.46195984,9.445847,-34.032013,-2.7997184,-0.6237063,1601286302767
0.10522461,0.45716858,9.503311,-34.248386,-2.7539928,-0.63437676,1601286302774
0.10043335,0.4499817,9.532043,-34.269367,-2.7026207,-0.60366845,1601286302777
0.07888794,0.46914673,9.524857,-33.176968,-2.8197277,-0.4745313,1601286302781
0.06452942,0.47631836,9.493729,-30.114082,-2.8721633,-0.38943672,1601286302788
0.0549469,0.47392273,9.4769745,-29.82894,-2.8628035,-0.33219358,1601286302792
0.06452942,0.4882965,9.488937,-29.884892,-2.945749,-0.38963333,1601286302797
0.0549469,0.5002594,9.51767,-29.369818,-3.0087118,-0.33077326,1601286302804
0.05973816,0.49308777,9.563171,-28.676023,-2.951563,-0.35790426,1601286302807
0.04776001,0.49069214,9.618225,-28.364042,-2.9204857,-0.28450412,1601286302813
0.02381897,0.4667511,9.661331,-28.022112,-2.7658725,-0.14125627,1601286302818
-0.0025177002,0.44281006,9.6948395,-27.577574,-2.6151567,0.014879419,1601286302828
-0.02406311,0.42364502,9.730759,-27.317762,-2.4928868,0.14168595,1601286302830
-0.05519104,0.39730835,9.752304,-26.72543,-2.3328998,0.3242495,1601286302834
-0.08152771,0.38534546,9.7738495,-26.026682,-2.2577052,0.47791666,1601286302839
-0.10067749,0.38294983,9.793015,-25.403116,-2.2392573,0.5890109,1601286302848
-0.10546875,0.3685913,9.804977,-27.045656,-2.15274,0.61628705,1601286302853
-0.10307312,0.34942627,9.81456,-27.453068,-2.0389192,0.60170174,1601286302856
-0.10307312,0.34225464,9.824127,-27.58372,-1.9951636,0.60111576,1601286302862
-0.09109497,0.34703064,9.816956,-27.886942,-2.0244827,0.5316524,1601286302863
-0.10546875,0.339859,9.802582,-29.909542,-1.9855549,0.6164377,1601286302870
-0.11982727,0.339859,9.752304,-29.339384,-1.9957482,0.70396197,1601286302874
-0.1509552,0.3183136,9.697235,-28.565365,-1.8798423,0.89184153,1601286302878
-0.17250061,0.3183136,9.639786,-27.676176,-1.8909637,1.0251787,1601286302882
-0.16770935,0.29437256,9.584717,-21.475586,-1.7588861,1.0024352,1601286302895
-0.17489624,0.2823944,9.570343,-21.353563,-1.6898679,1.0469532,1601286302896
-0.17489624,0.27041626,9.594284,-21.57992,-1.6141942,1.0443412,1601286302898
-0.18208313,0.26564026,9.6349945,-21.40676,-1.5789833,1.0826528,1601286302909
-0.18685913,0.25605774,9.678085,-22.34092,-1.5152661,1.1060979,1601286302913
-0.18925476,0.23451233,9.685272,-22.620281,-1.3867838,1.1194439,1601286302919
-0.1844635,0.23930359,9.678085,-22.728447,-1.416169,1.0919206,1601286302922
-0.16531372,0.2536621,9.6349945,-23.21882,-1.5078653,0.98296356,1601286302924
-0.13180542,0.25845337,9.601471,-25.778494,-1.5417761,0.7864858,1601286302927
-0.11503601,0.2536621,9.579926,-26.493935,-1.5166428,0.68797624,1601286302937
-0.11503601,0.25126648,9.546402,-26.507292,-1.5075986,0.69039196,1601286302940
