-0.019119263,0.08189392,0.0382843,1601286302694
-0.01272583,0.071243286,0.048934937,1601286302698
-0.0063323975,0.05419922,0.056396484,1601286302710
0.0021972656,0.038223267,0.0617218,1601286302713
0.009643555,0.022247314,0.0617218,1601286302716
0.013916016,0.01159668,0.05958557,1601286302719
0.013916016,0.0062713623,0.05532837,1601286302722
0.01071167,0.004135132,0.05000305,1601286302730
0.0032653809,0.004135132,0.04360962,1601286302732
-0.0074005127,0.004135132,0.040405273,1601286302741
-0.021240234,0.004135132,0.0382843,1601286302742
-0.03616333,0.004135132,0.039352417,1601286302748
-0.051071167,0.004135132,0.042541504,1601286302755
-0.06491089,0.005203247,0.046798706,1601286302759
-0.07557678,0.010528564,0.048934937,1601286302763
-0.081954956,0.020111084,0.051071167,1601286302767
-0.08622742,0.033966064,0.052124023,1601286302775
-0.08834839,0.0446167,0.05319214,1601286302777
-0.091552734,0.057403564,0.052124023,1601286302782
-0.09262085,0.066986084,0.05000305,1601286302788
-0.09474182,0.069122314,0.04786682,1601286302792
-0.09687805,0.0680542,0.044677734,1601286302797
-0.09901428,0.06591797,0.04147339,1601286302805
-0.101135254,0.063797,0.037216187,1601286302809
-0.101135254,0.06272888,0.03189087,1601286302813
-0.101135254,0.063797,0.027633667,1601286302819
-0.10006714,0.06484985,0.023361206,1601286302829
-0.09687805,0.06591797,0.02017212,1601286302831
-0.091552734,0.06484985,0.018035889,1601286302836
-0.0851593,0.06272888,0.018035889,1601286302839
-0.07557678,0.057403564,0.018035889,1601286302849
-0.065979004,0.05101013,0.016983032,1601286302854
-0.05532837,0.043548584,0.015914917,1601286302856
-0.04360962,0.03289795,0.0137786865,1601286302863
-0.029769897,0.022247314,0.0105896,1601286302864
-0.016983032,0.013717651,0.007385254,1601286302870
-0.005264282,0.008392334,0.004196167,1601286302874
0.0021972656,0.005203247,0.0031280518,1601286302878
0.0053863525,0.005203247,0.0020599365,1601286302883
0.0043182373,0.009460449,0.0031280518,1601286302895
-0.0010070801,0.016921997,0.005264282,1601286302896
-0.0063323975,0.024383545,0.008453369,1601286302899
-0.011657715,0.031829834,0.012710571,1601286302910
-0.01272583,0.038223267,0.018035889,1601286302914
-0.008453369,0.041427612,0.02230835,1601286302921
-0.0010070801,0.038223267,0.026565552,1601286302923
0.007522583,0.028640747,0.029754639,1601286302925
0.018173218,0.014785767,0.030822754,1601286302928
0.026687622,-1.2207031E-4,0.029754639,1601286302938
0.035217285,-0.013977051,0.026565552,1601286302941
0.041610718,-0.026763916,0.023361206,1601286302943
0.04586792,-0.03314209,0.023361206,1601286302952
0.04586792,-0.03741455,0.024429321,1601286302955
0.042678833,-0.038467407,0.025497437,1601286302963
0.0362854,-0.03741455,0.025497437,1601286302964
0.025634766,-0.03314209,0.024429321,1601286302973
0.013916016,-0.026763916,0.021240234,1601286302975
-0.0010070801,-0.018234253,0.016983032,1601286302980
-0.0137786865,-0.009719849,0.012710571,1601286302984
-0.028701782,-0.0011901855,0.009521484,1601286302990
-0.041488647,0.004135132,0.0063171387,1601286302993
-0.053207397,0.0073242188,0.0031280518,1601286303000
-0.0617218,0.01159668,9.918213E-4,1601286303004
-0.06918335,0.013717651,-0.0032653809,1601286303010
-0.07450867,0.017990112,-0.008590698,1601286303015
-0.077697754,0.024383545,-0.014984131,1601286303022
-0.079833984,0.03289795,-0.022445679,1601286303024
-0.0809021,0.041427612,-0.029891968,1601286303030
-0.0809021,0.049942017,-0.03842163,1601286303034
-0.0809021,0.057403564,-0.04374695,1601286303045
-0.079833984,0.06591797,-0.049072266,1601286303047
-0.077697754,0.07337952,-0.052261353,1601286303049
-0.07344055,0.07763672,-0.052261353,1601286303055
-0.06704712,0.078704834,-0.05014038,1601286303060
-0.05958557,0.0765686,-0.04586792,1601286303065
-0.05000305,0.0723114,-0.041610718,1601286303072
-0.040420532,0.066986084,-0.037353516,1601286303076
-0.029769897,0.059524536,-0.0320282,1601286303081
